"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈"
"2015100000","2015年度","11231","埼玉県 桶川市","","73,936",""
"2015100000","2015年度","11232","埼玉県 久喜市","","152,311",""
"2015100000","2015年度","11233","埼玉県 北本市","","67,409",""
"2015100000","2015年度","11234","埼玉県 八潮市","","86,717",""
"2015100000","2015年度","11235","埼玉県 富士見市","","108,102",""
"2015100000","2015年度","11237","埼玉県 三郷市","","136,521",""
"2015100000","2015年度","11238","埼玉県 蓮田市","","62,380",""
"2015100000","2015年度","11239","埼玉県 坂戸市","","101,679",""
"2015100000","2015年度","11240","埼玉県 幸手市","","52,524",""
"2015100000","2015年度","11241","埼玉県 鶴ヶ島市","","70,255",""
"2015100000","2015年度","11242","埼玉県 日高市","","56,520",""
"2015100000","2015年度","11243","埼玉県 吉川市","","69,738",""
"2015100000","2015年度","11245","埼玉県 ふじみ野市","","110,970",""
"2015100000","2015年度","11246","埼玉県 白岡市","","51,535",""
"2015100000","2015年度","11301","埼玉県 伊奈町","","44,442",""
"2015100000","2015年度","11324","埼玉県 三芳町","","38,456",""
"2015100000","2015年度","11326","埼玉県 毛呂山町","","37,275",""
"2015100000","2015年度","11327","埼玉県 越生町","","11,716",""
"2015100000","2015年度","11341","埼玉県 滑川町","","18,212",""
"2015100000","2015年度","11342","埼玉県 嵐山町","","18,341",""
"2015100000","2015年度","11343","埼玉県 小川町","","31,178",""
"2015100000","2015年度","11346","埼玉県 川島町","","20,788",""
"2015100000","2015年度","11347","埼玉県 吉見町","","19,631",""
"2015100000","2015年度","11348","埼玉県 鳩山町","","14,338",""
"2015100000","2015年度","11349","埼玉県 ときがわ町","","11,492",""
"2015100000","2015年度","11361","埼玉県 横瀬町","","8,519",""
"2015100000","2015年度","11362","埼玉県 皆野町","","10,133",""
"2015100000","2015年度","11363","埼玉県 長瀞町","","7,324",""
"2015100000","2015年度","11365","埼玉県 小鹿野町","","12,117",""
"2015100000","2015年度","11369","埼玉県 東秩父村","","2,915",""
"2015100000","2015年度","11381","埼玉県 美里町","","11,207",""
"2015100000","2015年度","11383","埼玉県 神川町","","13,730",""
"2015100000","2015年度","11385","埼玉県 上里町","","30,565",""
"2015100000","2015年度","11408","埼玉県 寄居町","","34,081",""
"2015100000","2015年度","11442","埼玉県 宮代町","","33,705",""
"2015100000","2015年度","11464","埼玉県 杉戸町","","45,495",""
"2015100000","2015年度","11465","埼玉県 松伏町","","30,061",""
"2015100000","2015年度","12100","千葉県 千葉市","","971,882",""
"2015100000","2015年度","12101","千葉県 千葉市 中央区","","205,070",""
"2015100000","2015年度","12102","千葉県 千葉市 花見川区","","179,200",""
"2015100000","2015年度","12103","千葉県 千葉市 稲毛区","","160,968",""
"2015100000","2015年度","12104","千葉県 千葉市 若葉区","","151,078",""
"2015100000","2015年度","12105","千葉県 千葉市 緑区","","126,848",""
"2015100000","2015年度","12106","千葉県 千葉市 美浜区","","148,718",""
"2015100000","2015年度","12202","千葉県 銚子市","","64,415",""
"2015100000","2015年度","12203","千葉県 市川市","","481,732",""
"2015100000","2015年度","12204","千葉県 船橋市","","622,890",""
"2015100000","2015年度","12205","千葉県 館山市","","47,464",""
"2015100000","2015年度","12206","千葉県 木更津市","","134,141",""
"2015100000","2015年度","12207","千葉県 松戸市","","483,480",""
"2015100000","2015年度","12208","千葉県 野田市","","153,583",""
"2015100000","2015年度","12210","千葉県 茂原市","","89,688",""
"2015100000","2015年度","12211","千葉県 成田市","","131,190",""
"2015100000","2015年度","12212","千葉県 佐倉市","","172,739",""
"2015100000","2015年度","12213","千葉県 東金市","","60,652",""
"2015100000","2015年度","12215","千葉県 旭市","","66,586",""
"2015100000","2015年度","12216","千葉県 習志野市","","167,909",""
"2015100000","2015年度","12217","千葉県 柏市","","413,954",""
"2015100000","2015年度","12218","千葉県 勝浦市","","19,248",""
"2015100000","2015年度","12219","千葉県 市原市","","274,656",""
"2015100000","2015年度","12220","千葉県 流山市","","174,373",""
"2015100000","2015年度","12221","千葉県 八千代市","","193,152",""
"2015100000","2015年度","12222","千葉県 我孫子市","","131,606",""
"2015100000","2015年度","12223","千葉県 鴨川市","","33,932",""
"2015100000","2015年度","12224","千葉県 鎌ケ谷市","","108,917",""
"2015100000","2015年度","12225","千葉県 君津市","","86,033",""
"2015100000","2015年度","12226","千葉県 富津市","","45,601",""
"2015100000","2015年度","12227","千葉県 浦安市","","164,024",""
"2015100000","2015年度","12228","千葉県 四街道市","","89,245",""
"2015100000","2015年度","12229","千葉県 袖ケ浦市","","60,952",""
"2015100000","2015年度","12230","千葉県 八街市","","70,734",""
"2015100000","2015年度","12231","千葉県 印西市","","92,670",""
"2015100000","2015年度","12232","千葉県 白井市","","61,674",""
"2015100000","2015年度","12233","千葉県 富里市","","49,636",""
"2015100000","2015年度","12234","千葉県 南房総市","","39,033",""
"2015100000","2015年度","12235","千葉県 匝瑳市","","37,261",""
"2015100000","2015年度","12236","千葉県 香取市","","77,499",""
"2015100000","2015年度","12237","千葉県 山武市","","52,222",""
"2015100000","2015年度","12238","千葉県 いすみ市","","38,594",""
"2015100000","2015年度","12239","千葉県 大網白里市","","49,184",""
"2015100000","2015年度","12322","千葉県 酒々井町","","20,955",""
"2015100000","2015年度","12329","千葉県 栄町","","21,228",""
"2015100000","2015年度","12342","千葉県 神崎町","","6,133",""
"2015100000","2015年度","12347","千葉県 多古町","","14,724",""
"2015100000","2015年度","12349","千葉県 東庄町","","14,152",""
"2015100000","2015年度","12403","千葉県 九十九里町","","16,510",""
"2015100000","2015年度","12409","千葉県 芝山町","","7,431",""
"2015100000","2015年度","12410","千葉県 横芝光町","","23,762",""
"2015100000","2015年度","12421","千葉県 一宮町","","11,767",""
"2015100000","2015年度","12422","千葉県 睦沢町","","7,222",""
"2015100000","2015年度","12423","千葉県 長生村","","14,359",""
"2015100000","2015年度","12424","千葉県 白子町","","11,149",""
"2015100000","2015年度","12426","千葉県 長柄町","","7,337",""
"2015100000","2015年度","12427","千葉県 長南町","","8,206",""
"2015100000","2015年度","12441","千葉県 大多喜町","","9,843",""
"2015100000","2015年度","12443","千葉県 御宿町","","7,315",""
"2015100000","2015年度","12463","千葉県 鋸南町","","8,022",""
"2015100000","2015年度","13101","東京都 千代田区","","58,406",""
"2015100000","2015年度","13102","東京都 中央区","","141,183",""
"2015100000","2015年度","13103","東京都 港区","","243,283",""
"2015100000","2015年度","13104","東京都 新宿区","","333,560",""
"2015100000","2015年度","13105","東京都 文京区","","219,724",""
"2015100000","2015年度","13106","東京都 台東区","","198,073",""
"2015100000","2015年度","13107","東京都 墨田区","","256,274",""
"2015100000","2015年度","13108","東京都 江東区","","498,109",""
"2015100000","2015年度","13109","東京都 品川区","","386,855",""
"2015100000","2015年度","13110","東京都 目黒区","","277,622",""
"2015100000","2015年度","13111","東京都 大田区","","717,082",""
"2015100000","2015年度","13112","東京都 世田谷区","","903,346",""
"2015100000","2015年度","13113","東京都 渋谷区","","224,533",""
"2015100000","2015年度","13114","東京都 中野区","","328,215",""
"2015100000","2015年度","13115","東京都 杉並区","","563,997",""
"2015100000","2015年度","13116","東京都 豊島区","","291,167",""
"2015100000","2015年度","13117","東京都 北区","","341,076",""
"2015100000","2015年度","13118","東京都 荒川区","","212,264",""
"2015100000","2015年度","13119","東京都 板橋区","","561,916",""
"2015100000","2015年度","13120","東京都 練馬区","","721,722",""
"2015100000","2015年度","13121","東京都 足立区","","670,122",""
"2015100000","2015年度","13122","東京都 葛飾区","","442,913",""
"2015100000","2015年度","13123","東京都 江戸川区","","681,298",""
"2015100000","2015年度","13201","東京都 八王子市","","577,513",""
"2015100000","2015年度","13202","東京都 立川市","","176,295",""
"2015100000","2015年度","13203","東京都 武蔵野市","","144,730",""
"2015100000","2015年度","13204","東京都 三鷹市","","186,936",""
"2015100000","2015年度","13205","東京都 青梅市","","137,381",""
"2015100000","2015年度","13206","東京都 府中市","","260,274",""
"2015100000","2015年度","13207","東京都 昭島市","","111,539",""
"2015100000","2015年度","13208","東京都 調布市","","229,061",""
"2015100000","2015年度","13209","東京都 町田市","","432,348",""
"2015100000","2015年度","13210","東京都 小金井市","","121,396",""
"2015100000","2015年度","13211","東京都 小平市","","190,005",""
"2015100000","2015年度","13212","東京都 日野市","","186,283",""
"2015100000","2015年度","13213","東京都 東村山市","","149,956",""
"2015100000","2015年度","13214","東京都 国分寺市","","122,742",""
"2015100000","2015年度","13215","東京都 国立市","","73,655",""
"2015100000","2015年度","13218","東京都 福生市","","58,395",""
"2015100000","2015年度","13219","東京都 狛江市","","80,249",""
"2015100000","2015年度","13220","東京都 東大和市","","85,157",""
"2015100000","2015年度","13221","東京都 清瀬市","","74,864",""
"2015100000","2015年度","13222","東京都 東久留米市","","116,632",""
"2015100000","2015年度","13223","東京都 武蔵村山市","","71,229",""
"2015100000","2015年度","13224","東京都 多摩市","","146,631",""
"2015100000","2015年度","13225","東京都 稲城市","","87,636",""
"2015100000","2015年度","13227","東京都 羽村市","","55,833",""
"2015100000","2015年度","13228","東京都 あきる野市","","80,954",""
"2015100000","2015年度","13229","東京都 西東京市","","200,012",""
"2015100000","2015年度","13303","東京都 瑞穂町","","33,445",""
"2015100000","2015年度","13305","東京都 日の出町","","17,446",""
"2015100000","2015年度","13307","東京都 檜原村","","2,209",""
"2015100000","2015年度","13308","東京都 奥多摩町","","5,234",""
"2015100000","2015年度","13361","東京都 大島町","","7,884",""
"2015100000","2015年度","13362","東京都 利島村","","337",""
"2015100000","2015年度","13363","東京都 新島村","","2,749",""
"2015100000","2015年度","13364","東京都 神津島村","","1,891",""
"2015100000","2015年度","13381","東京都 三宅村","","2,482",""
"2015100000","2015年度","13382","東京都 御蔵島村","","335",""
"2015100000","2015年度","13401","東京都 八丈町","","7,613",""
"2015100000","2015年度","13402","東京都 青ヶ島村","","178",""
"2015100000","2015年度","13421","東京都 小笠原村","","3,022",""
"2015100000","2015年度","14100","神奈川県 横浜市","","3,724,844",""
"2015100000","2015年度","14101","神奈川県 横浜市 鶴見区","","285,356",""
"2015100000","2015年度","14102","神奈川県 横浜市 神奈川区","","238,966",""
"2015100000","2015年度","14103","神奈川県 横浜市 西区","","98,532",""
"2015100000","2015年度","14104","神奈川県 横浜市 中区","","148,312",""
"2015100000","2015年度","14105","神奈川県 横浜市 南区","","194,827",""
"2015100000","2015年度","14106","神奈川県 横浜市 保土ケ谷区","","205,493",""
"2015100000","2015年度","14107","神奈川県 横浜市 磯子区","","166,229",""
"2015100000","2015年度","14108","神奈川県 横浜市 金沢区","","202,229",""
"2015100000","2015年度","14109","神奈川県 横浜市 港北区","","344,172",""
"2015100000","2015年度","14110","神奈川県 横浜市 戸塚区","","275,283",""
"2015100000","2015年度","14111","神奈川県 横浜市 港南区","","215,736",""
"2015100000","2015年度","14112","神奈川県 横浜市 旭区","","247,144",""
"2015100000","2015年度","14113","神奈川県 横浜市 緑区","","180,366",""
"2015100000","2015年度","14114","神奈川県 横浜市 瀬谷区","","124,560",""
